EmpID,Age,AgeGroup,Education,EducationField,Gender,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,JobLevel,JobRole,MaritalStatus
RM090,46,46-55,2,Medical,Male,9,9,8,4,7.0,3,Sales Executive,Single
RM094,46,46-55,3,Medical,Male,21,10,9,9,5.0,3,Healthcare Representative,Married
RM179,46,46-55,2,Marketing,Female,24,24,13,15,7.0,3,Sales Executive,Divorced
RM210,46,46-55,4,Medical,Male,17,4,2,0,3.0,3,Healthcare Representative,Divorced
RM264,46,46-55,3,Technical Degree,Female,28,7,7,7,7.0,4,Manager,Married
RM366,46,46-55,4,Medical,Female,7,1,0,0,0.0,2,Manufacturing Director,Married
RM413,46,46-55,3,Medical,Female,19,10,7,0,8.0,2,Manufacturing Director,Divorced
RM430,46,46-55,3,Life Sciences,Male,26,3,2,0,1.0,4,Research Director,Married
RM434,46,46-55,3,Marketing,Female,15,3,2,1,2.0,3,Sales Executive,Married
RM466,46,46-55,1,Medical,Female,28,2,2,1,2.0,3,Healthcare Representative,Married
RM724,46,46-55,2,Medical,Male,13,8,7,0,7.0,3,Manufacturing Director,Divorced
RM771,46,46-55,4,Medical,Male,23,2,2,2,2.0,5,Research Director,Divorced
RM779,46,46-55,4,Life Sciences,Female,19,16,13,1,7.0,2,Research Scientist,Divorced
RM811,46,46-55,1,Marketing,Male,23,12,9,4,9.0,4,Manager,Married
RM862,46,46-55,3,Marketing,Female,28,26,15,15,9.0,4,Manager,Married
RM870,46,46-55,2,Life Sciences,Male,25,4,2,0,3.0,5,Research Director,Married
RM878,46,46-55,4,Technical Degree,Male,12,6,3,1,4.0,2,Manufacturing Director,Divorced
RM917,46,46-55,2,Marketing,Female,26,11,4,0,8.0,5,Manager,Married
RM944,46,46-55,2,Life Sciences,Female,10,7,6,5,7.0,1,Human Resources,Single
RM1032,46,46-55,3,Marketing,Male,28,7,7,4,3.0,3,Sales Executive,Divorced
RM1081,46,46-55,3,Life Sciences,Female,23,13,12,5,1.0,4,Manager,Married
RM1136,46,46-55,4,Life Sciences,Male,27,26,0,0,12.0,4,Manager,Single
RM1232,46,46-55,4,Life Sciences,Male,19,10,7,0,9.0,2,Healthcare Representative,Single
RM1236,46,46-55,3,Life Sciences,Male,13,10,6,0,3.0,3,Sales Executive,Divorced
RM1278,46,46-55,4,Medical,Male,24,2,1,2,2.0,5,Research Director,Divorced
RM1286,46,46-55,2,Life Sciences,Male,6,2,2,2,2.0,2,Sales Executive,Single
RM1299,46,46-55,2,Medical,Female,13,9,7,3,7.0,2,Healthcare Representative,Married
RM1323,46,46-55,2,Life Sciences,Male,12,9,8,4,7.0,3,Manufacturing Director,Divorced
RM1328,46,46-55,3,Technical Degree,Female,25,19,17,2,8.0,4,Sales Executive,Divorced
RM1334,46,46-55,3,Life Sciences,Female,14,8,7,0,7.0,3,Sales Executive,Married
RM272,47,46-55,4,Life Sciences,Male,10,10,7,9,9.0,3,Manager,Married
RM330,47,46-55,5,Life Sciences,Male,21,3,2,1,1.0,5,Research Director,Married
RM348,47,46-55,1,Medical,Male,5,0,0,0,0.0,2,Sales Representative,Single
RM429,47,46-55,2,Medical,Female,20,5,0,0,4.0,2,Manufacturing Director,Divorced
RM533,47,46-55,4,Marketing,Male,20,7,7,1,7.0,2,Sales Executive,Single
RM545,47,46-55,3,Medical,Female,28,22,2,11,13.0,4,Sales Executive,Divorced
RM567,47,46-55,2,Life Sciences,Female,8,5,4,1,3.0,2,Sales Executive,Single
RM593,47,46-55,2,Other,Female,26,26,14,3,0.0,4,Manager,Married
RM652,47,46-55,2,Marketing,Female,8,7,6,7,7.0,2,Sales Executive,Married
RM666,47,46-55,4,Life Sciences,Female,3,3,2,1,2.0,1,Sales Representative,Single
RM708,47,46-55,4,Medical,Male,20,19,10,2,7.0,2,Manufacturing Director,Divorced
RM720,47,46-55,2,Life Sciences,Female,9,9,0,0,7.0,2,Sales Executive,Single
RM1021,47,46-55,3,Technical Degree,Male,17,6,5,1,2.0,1,Research Scientist,Married
RM1025,47,46-55,4,Medical,Female,26,20,17,5,6.0,4,Research Director,Married
RM1068,47,46-55,3,Medical,Female,11,5,4,1,2.0,2,Sales Executive,Married
RM1155,47,46-55,4,Life Sciences,Female,27,5,2,1,0.0,5,Manager,Married
RM1195,47,46-55,4,Life Sciences,Female,29,3,2,1,2.0,4,Manager,Divorced
RM1224,47,46-55,3,Life Sciences,Male,25,23,5,14,10.0,4,Sales Executive,Married
RM1235,47,46-55,4,Marketing,Male,4,1,0,0,0.0,2,Sales Executive,Married
RM1304,47,46-55,3,Life Sciences,Female,28,22,11,14,10.0,3,Manufacturing Director,Divorced
RM1322,47,46-55,4,Life Sciences,Female,7,2,2,2,0.0,1,Laboratory Technician,Single
RM1371,47,46-55,4,Technical Degree,Male,16,8,7,1,7.0,2,Research Scientist,Married
RM1415,47,46-55,3,Medical,Male,25,17,14,12,11.0,3,Healthcare Representative,Single
RM1422,47,46-55,1,Medical,Female,14,13,8,5,12.0,3,Research Director,Married
RM051,48,46-55,2,Life Sciences,Male,23,1,0,0,0.0,3,Laboratory Technician,Single
RM353,48,46-55,1,Medical,Female,15,0,0,0,0.0,3,Manager,Married
RM445,48,46-55,5,Marketing,Female,14,9,7,6,7.0,2,Sales Executive,Married
RM493,48,46-55,4,Life Sciences,Female,21,3,2,0,2.0,4,Manager,Married
RM521,48,46-55,1,Marketing,Male,12,2,2,2,2.0,2,Sales Executive,Married
RM679,48,46-55,4,Medical,Male,13,0,0,0,0.0,1,Research Scientist,Married
RM736,48,46-55,3,Life Sciences,Male,19,2,2,2,2.0,2,Healthcare Representative,Single
RM737,48,46-55,4,Life Sciences,Male,27,15,11,4,8.0,3,Healthcare Representative,Single
RM805,48,46-55,4,Medical,Male,27,5,4,2,1.0,4,Manager,Single
RM902,48,46-55,2,Technical Degree,Male,7,1,0,0,0.0,1,Laboratory Technician,Single
RM905,48,46-55,3,Life Sciences,Male,25,1,0,0,0.0,5,Research Director,Single
RM970,48,46-55,3,Life Sciences,Male,11,10,9,0,8.0,3,Manufacturing Director,Single
RM1039,48,46-55,3,Marketing,Male,15,2,2,2,2.0,2,Sales Executive,Divorced
RM1104,48,46-55,4,Life Sciences,Female,18,8,7,7,7.0,2,Sales Executive,Divorced
RM1115,48,46-55,4,Other,Female,10,8,2,7,6.0,1,Research Scientist,Married
RM1167,48,46-55,5,Medical,Male,23,2,2,2,2.0,4,Manager,Married
RM1205,48,46-55,2,Medical,Female,19,9,7,7,7.0,1,Sales Representative,Married
RM1332,48,46-55,3,Life Sciences,Male,29,22,10,12,9.0,5,Research Director,Married
RM1352,48,46-55,3,Medical,Female,24,22,17,4,7.0,4,Manager,Divorced
RM002,49,46-55,1,Life Sciences,Male,10,10,7,1,7.0,2,Research Scientist,Married
RM130,49,46-55,4,Medical,Female,16,15,11,5,11.0,2,Manufacturing Director,Married
RM202,49,46-55,4,Life Sciences,Male,7,7,7,1,7.0,2,Manufacturing Director,Divorced
RM291,49,46-55,4,Life Sciences,Female,22,3,2,1,2.0,5,Research Director,Single
RM317,49,46-55,2,Technical Degree,Female,25,7,1,0,7.0,4,Healthcare Representative,Single
RM376,49,46-55,3,Other,Male,26,5,2,0,0.0,3,Healthcare Representative,Single
RM474,49,46-55,4,Life Sciences,Male,31,31,9,0,9.0,5,Research Director,Divorced
RM608,49,46-55,3,Marketing,Female,9,9,8,7,7.0,3,Sales Executive,Married
RM640,49,46-55,3,Technical Degree,Female,7,4,2,0,2.0,1,Research Scientist,Married
RM678,49,46-55,2,Other,Female,29,26,9,1,7.0,3,Laboratory Technician,Married
RM822,49,46-55,4,Technical Degree,Male,22,9,8,2,3.0,4,Sales Executive,Married
RM900,49,46-55,2,Medical,Male,23,1,0,0,0.0,5,Manager,Married
RM1007,49,46-55,2,Life Sciences,Male,20,4,3,1,3.0,2,Laboratory Technician,Single
RM1045,49,46-55,4,Technical Degree,Male,20,3,2,1,2.0,2,Healthcare Representative,Married
RM1055,49,46-55,4,Life Sciences,Male,29,8,7,0,7.0,3,Healthcare Representative,Divorced
RM1072,49,46-55,2,Medical,Female,10,3,2,1,2.0,2,Laboratory Technician,Married
RM1148,49,46-55,4,Life Sciences,Female,10,9,6,1,4.0,1,Laboratory Technician,Married
RM1177,49,46-55,4,Other,Female,27,4,2,1,2.0,4,Research Director,Married
RM1182,49,46-55,1,Life Sciences,Female,30,15,11,2,12.0,4,Healthcare Representative,Married
RM1193,49,46-55,3,Medical,Female,17,2,2,2,2.0,1,Laboratory Technician,Divorced
RM1196,49,46-55,3,Life Sciences,Male,23,8,7,0,0.0,4,Manager,Single
RM1255,49,46-55,4,Marketing,Female,8,5,1,0,4.0,2,Sales Executive,Single
RM1378,49,46-55,1,Life Sciences,Male,28,5,4,4,3.0,5,Research Director,Married
RM1469,49,46-55,3,Medical,Male,17,9,6,0,8.0,2,Sales Executive,Married
RM1469,49,46-55,3,Medical,Male,17,9,6,0,8.0,2,Sales Executive,Married
RM037,50,46-55,2,Marketing,Male,3,3,2,0,2.0,1,Sales Representative,Married
RM063,50,46-55,2,Medical,Female,29,27,3,13,8.0,5,Research Director,Divorced
RM107,50,46-55,3,Life Sciences,Female,28,8,3,0,7.0,5,Research Director,Married
RM132,50,46-55,3,Marketing,Female,16,2,2,2,1.0,3,Sales Executive,Single
RM166,50,46-55,3,Life Sciences,Female,21,5,4,4,4.0,5,Manager,Single
RM184,50,46-55,3,Medical,Male,5,3,2,0,2.0,1,Laboratory Technician,Married
RM234,50,46-55,4,Medical,Female,32,7,0,0,6.0,5,Manager,Divorced
RM280,50,46-55,1,Life Sciences,Male,28,10,4,1,6.0,5,Research Director,Divorced
RM368,50,46-55,3,Technical Degree,Male,20,4,3,1,3.0,3,Healthcare Representative,Single
RM426,50,46-55,4,Life Sciences,Male,28,27,10,15,7.0,4,Manager,Married
RM478,50,46-55,3,Medical,Male,32,32,5,10,7.0,5,Manager,Married
RM524,50,46-55,1,Medical,Male,20,20,8,3,8.0,1,Laboratory Technician,Married
RM529,50,46-55,2,Technical Degree,Male,18,4,3,1,3.0,2,Sales Executive,Married
RM540,50,46-55,4,Marketing,Male,4,2,2,2,2.0,1,Sales Representative,Married
RM589,50,46-55,3,Medical,Male,30,4,3,0,3.0,4,Research Director,Married
RM654,50,46-55,4,Life Sciences,Male,31,31,6,14,7.0,4,Manager,Divorced
RM715,50,46-55,2,Medical,Male,32,5,4,1,3.0,4,Research Director,Divorced
RM722,50,46-55,3,Life Sciences,Male,22,12,11,1,5.0,4,Manufacturing Director,Married
RM743,50,46-55,3,Life Sciences,Male,8,1,0,0,0.0,1,Laboratory Technician,Married
RM752,50,46-55,3,Life Sciences,Female,19,18,7,0,13.0,2,Sales Executive,Married
RM767,50,46-55,4,Medical,Male,29,8,1,7,7.0,5,Research Director,Married
RM802,50,46-55,4,Other,Male,5,0,0,0,0.0,2,Sales Executive,Single
RM868,50,46-55,3,Medical,Female,32,2,2,2,2.0,4,Manager,Married
RM946,50,46-55,3,Life Sciences,Female,25,3,2,1,2.0,4,Research Director,Married
RM1087,50,46-55,5,Medical,Male,32,32,6,13,9.0,4,Research Director,Single
RM1127,50,46-55,3,Marketing,Male,27,1,0,0,0.0,5,Manager,Married
RM1139,50,46-55,5,Medical,Male,32,30,8,12,13.0,4,Healthcare Representative,Married
RM1178,50,46-55,5,Life Sciences,Female,19,14,11,1,11.0,3,Research Director,Divorced
RM1453,50,46-55,4,Life Sciences,Male,12,6,3,0,1.0,2,Sales Executive,Divorced
RM1462,50,46-55,3,Marketing,Male,20,3,2,2,0.0,3,Sales Executive,Divorced
RM1462,50,46-55,3,Marketing,Male,20,3,2,2,0.0,3,Sales Executive,Divorced
RM088,51,46-55,4,Life Sciences,Male,10,4,2,0,3.0,1,Laboratory Technician,Married
RM092,51,46-55,4,Marketing,Male,11,10,7,1,0.0,2,Sales Executive,Single
RM111,51,46-55,4,Medical,Female,23,13,12,12,8.0,3,Healthcare Representative,Single
RM124,51,46-55,3,Life Sciences,Male,23,20,18,15,15.0,5,Research Director,Single
RM137,51,46-55,4,Life Sciences,Male,18,4,2,0,3.0,3,Manufacturing Director,Single
RM157,51,46-55,4,Medical,Male,10,1,0,0,0.0,2,Manufacturing Director,Married
RM190,51,46-55,3,Medical,Female,21,7,7,1,0.0,4,Healthcare Representative,Single
RM214,51,46-55,4,Life Sciences,Male,16,10,9,4,7.0,3,Research Director,Married
RM259,51,46-55,3,Life Sciences,Male,1,1,0,0,3.0,1,Research Scientist,Married
RM300,51,46-55,3,Medical,Male,13,4,1,1,2.0,2,Manufacturing Director,Divorced
RM377,51,46-55,2,Life Sciences,Female,18,7,7,0,7.0,2,Sales Executive,Married
RM617,51,46-55,4,Marketing,Female,29,20,6,4,17.0,4,Manager,Married
RM780,51,46-55,4,Life Sciences,Male,18,10,0,2,7.0,1,Research Scientist,Married
RM919,51,46-55,3,Life Sciences,Male,31,29,10,11,10.0,5,Manager,Divorced
RM931,51,46-55,2,Medical,Female,8,7,0,7,7.0,1,Laboratory Technician,Single
RM963,51,46-55,3,Life Sciences,Male,33,33,9,0,10.0,4,Manager,Divorced
RM972,51,46-55,2,Technical Degree,Female,29,5,2,0,3.0,4,Manufacturing Director,Single
RM988,51,46-55,3,Marketing,Male,14,4,2,3,2.0,3,Sales Executive,Married
RM1276,51,46-55,3,Technical Degree,Female,15,2,2,2,2.0,3,Manager,Married
RM191,52,46-55,4,Life Sciences,Male,34,33,18,11,9.0,5,Manager,Married
RM231,52,46-55,3,Life Sciences,Female,6,2,2,2,2.0,1,Laboratory Technician,Single
RM238,52,46-55,4,Life Sciences,Male,33,33,7,15,12.0,5,Manager,Single
RM318,52,46-55,4,Medical,Male,11,8,2,7,7.0,2,Research Scientist,Married
RM407,52,46-55,3,Medical,Male,28,5,4,0,3.0,3,Manufacturing Director,Married
RM409,52,46-55,2,Life Sciences,Female,31,5,2,1,4.0,4,Manager,Married
RM469,52,46-55,2,Technical Degree,Male,18,10,9,6,9.0,2,Research Scientist,Divorced
RM562,52,46-55,4,Marketing,Male,34,34,6,1,16.0,4,Manager,Married
RM571,52,46-55,4,Medical,Male,5,4,3,1,2.0,1,Research Scientist,Married
RM588,52,46-55,4,Life Sciences,Female,9,5,2,1,4.0,2,Laboratory Technician,Married
RM628,52,46-55,4,Medical,Female,31,9,8,0,0.0,4,Manufacturing Director,Married
RM700,52,46-55,2,Life Sciences,Male,26,9,8,7,8.0,4,Manager,Married
RM750,52,46-55,1,Marketing,Female,33,32,14,6,9.0,5,Manager,Married
RM807,52,46-55,4,Life Sciences,Male,18,8,6,4,0.0,3,Healthcare Representative,Single
RM948,52,46-55,3,Life Sciences,Male,10,8,7,7,7.0,3,Sales Executive,Single
RM995,52,46-55,2,Medical,Female,24,5,3,0,2.0,4,Manufacturing Director,Married
RM1001,52,46-55,4,Other,Female,12,5,4,0,4.0,1,Laboratory Technician,Married
RM1435,52,46-55,4,Life Sciences,Male,16,9,8,0,0.0,1,Sales Representative,Divorced
RM019,53,46-55,4,Life Sciences,Female,31,25,8,3,7.0,4,Manager,Married
RM026,53,46-55,3,Other,Female,26,14,13,4,3.0,5,Manager,Divorced
RM153,53,46-55,2,Marketing,Male,13,7,7,4,5.0,2,Sales Representative,Married
RM185,53,46-55,2,Medical,Female,5,4,2,1,3.0,2,Manufacturing Director,Divorced
RM281,53,46-55,4,Medical,Male,21,5,3,1,3.0,4,Research Director,Married
RM503,53,46-55,1,Medical,Female,18,14,7,8,10.0,2,Sales Executive,Single
RM535,53,46-55,3,Life Sciences,Male,32,5,1,1,3.0,4,Research Director,Married
RM557,53,46-55,3,Life Sciences,Male,19,2,2,2,2.0,2,Laboratory Technician,Single
RM625,53,46-55,2,Marketing,Female,35,5,2,0,4.0,3,Sales Executive,Married
RM647,53,46-55,3,Marketing,Male,28,2,0,2,2.0,4,Sales Executive,Married
RM650,53,46-55,4,Life Sciences,Female,33,12,9,3,8.0,4,Research Director,Single
RM702,53,46-55,2,Medical,Male,22,17,13,15,2.0,4,Manager,Divorced
RM761,53,46-55,3,Marketing,Female,30,15,7,6,12.0,3,Sales Executive,Married
RM859,53,46-55,2,Medical,Female,26,7,7,4,7.0,5,Manager,Divorced
RM1044,53,46-55,3,Medical,Male,35,9,8,8,8.0,4,Research Director,Single
RM1112,53,46-55,5,Technical Degree,Female,34,33,7,1,9.0,3,Manufacturing Director,Married
RM1204,53,46-55,4,Medical,Male,11,4,3,1,2.0,3,Healthcare Representative,Married
RM1269,53,46-55,4,Medical,Female,27,3,2,0,2.0,4,Manufacturing Director,Married
RM1397,53,46-55,4,Life Sciences,Male,15,2,2,2,2.0,3,Sales Executive,Single
RM096,54,46-55,4,Technical Degree,Female,16,4,3,0,3.0,3,Research Director,Married
RM113,54,46-55,3,Human Resources,Female,23,5,3,4,4.0,4,Manager,Single
RM220,54,46-55,3,Marketing,Female,16,6,2,0,5.0,2,Sales Executive,Married
RM333,54,46-55,4,Life Sciences,Female,20,4,3,0,3.0,2,Research Scientist,Single
RM393,54,46-55,2,Medical,Male,24,4,2,1,2.0,5,Research Director,Married
RM432,54,46-55,4,Life Sciences,Female,19,1,0,0,0.0,2,Laboratory Technician,Single
RM511,54,46-55,4,Medical,Male,16,9,7,7,1.0,3,Human Resources,Married
RM576,54,46-55,4,Medical,Female,9,5,3,1,4.0,2,Manufacturing Director,Divorced
RM729,54,46-55,3,Technical Degree,Female,22,10,7,0,8.0,3,Manufacturing Director,Married
RM772,54,46-55,4,Life Sciences,Female,13,9,4,7,0.0,3,Sales Executive,Married
RM891,54,46-55,4,Life Sciences,Female,33,5,4,1,4.0,3,Manufacturing Director,Divorced
RM895,54,46-55,3,Life Sciences,Male,36,10,9,0,9.0,4,Research Director,Married
RM1009,54,46-55,3,Medical,Female,29,20,7,12,7.0,4,Research Director,Single
RM1077,54,46-55,4,Medical,Female,26,14,9,1,12.0,4,Manager,Divorced
RM1185,54,46-55,5,Medical,Female,36,10,8,4,7.0,4,Manager,Married
RM1306,54,46-55,4,Medical,Female,14,7,1,1,7.0,2,Research Scientist,Married
RM1398,54,46-55,2,Life Sciences,Female,9,4,3,2,3.0,2,Research Scientist,Married
RM1407,54,46-55,3,Medical,Female,9,5,2,1,4.0,2,Manufacturing Director,Single
RM066,55,46-55,3,Medical,Female,21,5,0,0,2.0,4,Manager,Divorced
RM083,55,46-55,2,Life Sciences,Male,24,1,0,1,0.0,3,Sales Executive,Married
RM188,55,46-55,4,Medical,Male,36,24,15,2,15.0,5,Research Director,Single
RM271,55,46-55,3,Medical,Male,37,36,10,4,13.0,5,Manager,Single
RM284,55,46-55,2,Technical Degree,Male,12,10,7,0,8.0,2,Laboratory Technician,Married
RM380,55,46-55,3,Life Sciences,Female,30,5,4,1,2.0,4,Manager,Single
RM446,55,46-55,5,Life Sciences,Female,37,10,9,7,7.0,4,Manager,Single
RM569,55,46-55,3,Medical,Male,24,5,2,1,4.0,5,Manager,Married
RM609,55,46-55,1,Medical,Male,12,9,7,7,3.0,2,Sales Executive,Single
RM746,55,46-55,4,Medical,Male,17,8,7,6,7.0,2,Healthcare Representative,Married
RM775,55,46-55,1,Medical,Male,31,9,7,6,2.0,4,Manager,Single
RM788,55,46-55,1,Life Sciences,Male,23,3,2,1,2.0,3,Manufacturing Director,Married
RM915,55,46-55,1,Medical,Male,34,33,9,15,0.0,4,Healthcare Representative,Divorced
RM956,55,46-55,2,Medical,Female,23,19,9,9,11.0,5,Manager,Married
RM976,55,46-55,4,Marketing,Male,24,19,7,3,8.0,4,Sales Executive,Single
RM1011,55,46-55,4,Medical,Male,31,7,7,0,0.0,4,Research Director,Divorced
RM1066,55,46-55,4,Life Sciences,Male,4,3,2,1,2.0,2,Healthcare Representative,Married
RM1117,55,46-55,5,Marketing,Male,36,36,6,2,13.0,5,Manager,Married
RM1208,55,46-55,3,Technical Degree,Male,8,4,2,1,2.0,1,Research Scientist,Divorced
RM1265,55,46-55,3,Medical,Male,34,1,0,0,0.0,5,Research Director,Married
RM1337,55,46-55,4,Technical Degree,Male,19,5,2,0,4.0,1,Research Scientist,Married
RM1402,55,46-55,4,Human Resources,Male,35,10,9,1,4.0,5,Manager,Married
RM086,56,55+,3,Life Sciences,Male,37,6,4,0,2.0,3,Manufacturing Director,Single
RM123,56,55+,4,Life Sciences,Female,7,5,4,4,3.0,1,Research Scientist,Married
RM176,56,55+,3,Life Sciences,Female,19,2,2,2,2.0,1,Research Scientist,Divorced
RM402,56,55+,3,Life Sciences,Female,36,7,7,7,7.0,4,Sales Executive,Married
RM553,56,55+,3,Medical,Male,30,10,7,1,1.0,4,Healthcare Representative,Married
RM773,56,55+,3,Medical,Female,18,5,4,0,3.0,1,Research Scientist,Married
RM852,56,55+,4,Technical Degree,Female,28,5,2,4,2.0,5,Manager,Divorced
RM957,56,55+,4,Life Sciences,Male,36,7,3,7,7.0,5,Manager,Single
RM977,56,55+,3,Life Sciences,Male,33,19,16,15,9.0,4,Manufacturing Director,Married
RM1024,56,55+,2,Life Sciences,Female,5,3,2,1,0.0,1,Research Scientist,Married
RM1355,56,55+,2,Life Sciences,Male,5,4,2,1,0.0,1,Laboratory Technician,Single
RM1372,56,55+,5,Marketing,Female,6,0,0,0,0.0,2,Sales Executive,Married
RM1442,56,55+,4,Life Sciences,Male,13,13,12,1,9.0,2,Healthcare Representative,Divorced
RM1445,56,55+,2,Technical Degree,Male,14,10,9,9,8.0,1,Laboratory Technician,Married
RM164,57,55+,2,Life Sciences,Male,12,5,3,1,4.0,3,Healthcare Representative,Divorced
RM361,57,55+,4,Medical,Male,15,3,2,1,3.0,2,Healthcare Representative,Married
RM425,57,55+,3,Marketing,Male,32,1,0,0,0.0,4,Manager,Divorced
RM1054,57,55+,2,Life Sciences,Male,13,12,9,2,8.0,2,Research Scientist,Married
RM099,58,55+,4,Medical,Male,38,37,10,1,8.0,4,Sales Executive,Single
RM127,58,55+,4,Medical,Female,40,40,10,15,6.0,3,Healthcare Representative,Married
RM158,58,55+,3,Medical,Female,9,1,0,0,0.0,1,Research Scientist,Married
RM309,58,55+,4,Life Sciences,Male,12,5,3,1,2.0,2,Healthcare Representative,Divorced
RM596,58,55+,4,Life Sciences,Male,40,31,15,13,8.0,5,Research Director,Single
RM661,58,55+,1,Life Sciences,Male,3,1,0,0,0.0,1,Laboratory Technician,Divorced
RM675,58,55+,3,Technical Degree,Female,24,6,0,0,4.0,3,Healthcare Representative,Divorced
RM701,58,55+,3,Technical Degree,Male,7,1,0,0,0.0,1,Research Scientist,Single
RM939,58,55+,4,Life Sciences,Male,2,2,2,2,2.0,1,Research Scientist,Divorced
RM967,58,55+,4,Medical,Female,31,10,9,5,9.0,3,Manufacturing Director,Married
RM1010,58,55+,3,Medical,Female,32,9,8,1,5.0,5,Research Director,Married
RM1302,58,55+,3,Medical,Male,37,16,9,14,14.0,4,Manager,Divorced
RM1311,58,55+,4,Life Sciences,Male,23,2,2,2,2.0,4,Research Director,Married
RM1375,58,55+,3,Life Sciences,Female,29,1,0,0,0.0,4,Manager,Married
RM007,59,55+,3,Medical,Female,12,1,0,0,3.0,1,Laboratory Technician,Married
RM064,59,55+,3,Life Sciences,Female,28,21,16,7,9.0,3,Sales Executive,Single
RM071,59,55+,1,Life Sciences,Female,20,4,3,1,3.0,2,Sales Executive,Single
RM106,59,55+,4,Human Resources,Female,30,3,2,2,2.0,5,Manager,Married
RM226,59,55+,3,Life Sciences,Male,7,1,0,0,0.0,1,Research Scientist,Married
RM233,59,55+,2,Medical,Male,7,2,2,2,2.0,1,Human Resources,Married
RM744,59,55+,3,Life Sciences,Female,30,5,3,4,3.0,4,Manufacturing Director,Single
RM759,59,55+,2,Technical Degree,Male,14,6,4,0,4.0,3,Manager,Married
RM898,59,55+,3,Life Sciences,Female,13,6,1,0,5.0,2,Sales Executive,Single
RM920,59,55+,4,Medical,Male,25,9,7,5,4.0,3,Manufacturing Director,Single
RM412,60,55+,3,Life Sciences,Female,33,29,8,11,10.0,5,Manager,Married
RM428,60,55+,3,Marketing,Female,22,18,13,13,11.0,3,Sales Executive,Married
RM537,60,55+,4,Marketing,Male,10,2,2,2,2.0,2,Sales Executive,Single
RM880,60,55+,4,Marketing,Male,12,11,7,1,9.0,2,Sales Executive,Divorced
RM1210,60,55+,4,Medical,Male,19,1,0,0,0.0,3,Healthcare Representative,Divorced
